clause_id,review_id,canonical_place_id,manual_aspects,split,split_version,gold_semantic_sha256
resto-hotel-v2_005462::c004,resto-hotel-v2_005462,place_00047,toilet,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_005473::c000,resto-hotel-v2_005473,place_00047,akses_jalan|parkir|makanan|jam_operasional,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_005495::c000,resto-hotel-v2_005495,place_00047,kebersihan|makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_005512::c000,resto-hotel-v2_005512,place_00047,parkir|kebersihan|pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000543::c000,wisata-v2_000543,place_00069,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000546::c002,wisata-v2_000546,place_00069,kebersihan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_002564::c001,wisata-v2_002564,place_00069,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002836::c001,resto-hotel-v2_002836,place_00072,harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002886::c001,resto-hotel-v2_002886,place_00072,kebersihan|toilet|makanan|akomodasi|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002895::c000,resto-hotel-v2_002895,place_00072,harga|pelayanan|akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002896::c000,resto-hotel-v2_002896,place_00072,akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002928::c002,resto-hotel-v2_002928,place_00072,akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002933::c000,resto-hotel-v2_002933,place_00072,pelayanan|makanan|akomodasi|keamanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002941::c000,resto-hotel-v2_002941,place_00072,transportasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002946::c000,resto-hotel-v2_002946,place_00072,akses_jalan|transportasi|akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002946::c001,resto-hotel-v2_002946,place_00072,parkir|harga|makanan|fasilitas_umum|pemandangan|aksesibilitas,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002973::c001,resto-hotel-v2_002973,place_00072,toilet,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_002983::c002,resto-hotel-v2_002983,place_00072,harga|makanan|akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_003048::c000,resto-hotel-v2_003048,place_00072,kebersihan|toilet|akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000468::c001,resto-hotel-v2_000468,place_00077,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000470::c000,resto-hotel-v2_000470,place_00077,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000532::c000,resto-hotel-v2_000532,place_00077,makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000559::c001,resto-hotel-v2_000559,place_00077,kebersihan|pelayanan|fasilitas_umum,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000560::c000,resto-hotel-v2_000560,place_00077,akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000587::c015,resto-hotel-v2_000587,place_00077,akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_000594::c000,resto-hotel-v2_000594,place_00077,akomodasi|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004862::c000,resto-hotel-v2_004862,place_00078,akses_jalan|parkir|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004881::c004,resto-hotel-v2_004881,place_00078,kebersihan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004887::c001,resto-hotel-v2_004887,place_00078,harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004891::c000,resto-hotel-v2_004891,place_00078,transportasi|parkir|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004891::c001,resto-hotel-v2_004891,place_00078,akses_jalan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004897::c000,resto-hotel-v2_004897,place_00078,pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004930::c000,resto-hotel-v2_004930,place_00078,akses_jalan|transportasi|parkir|makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004930::c005,resto-hotel-v2_004930,place_00078,kebersihan|toilet,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004938::c000,resto-hotel-v2_004938,place_00078,akses_jalan|parkir|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004954::c000,resto-hotel-v2_004954,place_00078,pelayanan|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004955::c001,resto-hotel-v2_004955,place_00078,akses_jalan|pelayanan|makanan|jam_operasional|aksesibilitas,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004959::c002,resto-hotel-v2_004959,place_00078,akses_jalan|transportasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006822::c004,wisata-v2_006822,place_00083,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006823::c001,wisata-v2_006823,place_00083,oleh_oleh,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006829::c001,wisata-v2_006829,place_00083,budaya|oleh_oleh,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006829::c006,wisata-v2_006829,place_00083,harga|budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006830::c000,wisata-v2_006830,place_00083,budaya|oleh_oleh,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006833::c001,wisata-v2_006833,place_00083,transportasi|harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006839::c001,wisata-v2_006839,place_00083,oleh_oleh,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006845::c000,wisata-v2_006845,place_00083,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_006854::c000,wisata-v2_006854,place_00083,fasilitas_umum|budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_012656::c001,wisata-v2_012656,place_00090,fasilitas_umum,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000610::c000,wisata-v2_000610,place_00091,akses_jalan|parkir|toilet|harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000615::c000,wisata-v2_000615,place_00091,pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000623::c000,wisata-v2_000623,place_00091,parkir|harga|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000855::c000,wisata-v2_000855,place_00091,transportasi|harga|pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000855::c001,wisata-v2_000855,place_00091,transportasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_000894::c000,wisata-v2_000894,place_00091,kebersihan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001046::c000,wisata-v2_001046,place_00091,kebersihan|toilet|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001169::c001,wisata-v2_001169,place_00091,parkir|harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001177::c002,wisata-v2_001177,place_00091,parkir|harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001205::c005,wisata-v2_001205,place_00091,akses_jalan|kebersihan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001379::c000,wisata-v2_001379,place_00091,akses_jalan|parkir|kebersihan|harga|makanan|jam_operasional,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001395::c001,wisata-v2_001395,place_00091,kebersihan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008108::c000,resto-hotel-v2_008108,place_00100,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008114::c001,resto-hotel-v2_008114,place_00100,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008118::c003,resto-hotel-v2_008118,place_00100,pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008124::c000,resto-hotel-v2_008124,place_00100,harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008161::c001,resto-hotel-v2_008161,place_00100,pelayanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008164::c002,resto-hotel-v2_008164,place_00100,harga|makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008169::c000,resto-hotel-v2_008169,place_00100,pelayanan|makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008179::c001,resto-hotel-v2_008179,place_00100,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008200::c000,resto-hotel-v2_008200,place_00100,pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008205::c000,resto-hotel-v2_008205,place_00100,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008215::c003,resto-hotel-v2_008215,place_00100,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008222::c000,resto-hotel-v2_008222,place_00100,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_001954::c000,resto-hotel-v2_001954,place_00103,harga|akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_001561::c000,resto-hotel-v2_001561,place_00110,pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
tempat-wisata-v1_000074::c000,tempat-wisata-v1_000074,place_00119,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004448::c004,resto-hotel-v2_004448,place_00131,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004477::c000,resto-hotel-v2_004477,place_00131,pelayanan|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004478::c000,resto-hotel-v2_004478,place_00131,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004487::c001,resto-hotel-v2_004487,place_00131,pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004509::c002,resto-hotel-v2_004509,place_00131,pelayanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004556::c000,resto-hotel-v2_004556,place_00131,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004594::c000,resto-hotel-v2_004594,place_00131,pelayanan|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004613::c000,resto-hotel-v2_004613,place_00131,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004635::c000,resto-hotel-v2_004635,place_00131,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_004639::c000,resto-hotel-v2_004639,place_00131,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_003924::c000,resto-hotel-v2_003924,place_00132,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
tempat-wisata-v1_000080::c009,tempat-wisata-v1_000080,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007562::c000,wisata-v2_007562,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007566::c000,wisata-v2_007566,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007568::c000,wisata-v2_007568,place_00146,pelayanan|budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007572::c000,wisata-v2_007572,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007604::c000,wisata-v2_007604,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007606::c002,wisata-v2_007606,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007606::c003,wisata-v2_007606,place_00146,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007607::c001,wisata-v2_007607,place_00146,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007612::c002,wisata-v2_007612,place_00146,harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_007618::c005,wisata-v2_007618,place_00146,budaya,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008024::c003,resto-hotel-v2_008024,place_00152,makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008025::c000,resto-hotel-v2_008025,place_00152,makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008028::c000,resto-hotel-v2_008028,place_00152,harga|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008039::c000,resto-hotel-v2_008039,place_00152,makanan|akomodasi,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008056::c000,resto-hotel-v2_008056,place_00152,akses_jalan|transportasi|makanan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008072::c000,resto-hotel-v2_008072,place_00152,harga|pelayanan|makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
resto-hotel-v2_008089::c000,resto-hotel-v2_008089,place_00152,makanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_011335::c000,wisata-v2_011335,place_00161,kebersihan|pelayanan|keamanan|pemandangan,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_011336::c001,wisata-v2_011336,place_00161,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_011340::c000,wisata-v2_011340,place_00161,pemandangan|keramaian,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001931::c004,wisata-v2_001931,place_00164,transportasi|parkir|harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001931::c006,wisata-v2_001931,place_00164,toilet|harga,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001933::c000,wisata-v2_001933,place_00164,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
wisata-v2_001945::c004,wisata-v2_001945,place_00164,none,test,v2-multilabel-balance,5d255a34ca8590bf4a86fcb9ae1bedac296513e056e44dd9020882f7732929a9
